Index,LengthOfURL,LengthOfDomain,ObfuscationRate,CharacterProbabilityInURL,LengthOfTLD,ContainsObfuscation,CharacterContinuityRate,CountOfSubdomains,LetterCountInURL,IsDomainAnIP,NumberOfiFrames,CountOfObfuscatedChars,TopLevelDomain,LegitimacyProbabilityOfTLD,Target
30249,38.0,29.0,0.0,0.054818147,,,0.44,0.0,,,,,com,0.5229071,0
43856,31.0,24.0,,0.058576385,2.0,0.0,0.882352941,2.0,17.0,,0.0,,kr,,1
22261,,26.0,,0.063254576,3.0,0.0,,,20.0,0.0,,0.0,,0.0384199,1
20538,19.0,12.0,,0.056725347,,0.0,1.0,1.0,6.0,,5.0,0.0,,0.0003954,1
39083,29.0,22.0,0.0,0.061678994,3.0,0.0,1.0,1.0,16.0,0.0,,0.0,,0.0799628,1
30522,27.0,20.0,,0.056098948,3.0,0.0,0.666666667,,13.0,0.0,0.0,0.0,com,0.5229071,1
49931,21.0,14.0,0.0,0.066863039,3.0,0.0,,1.0,8.0,0.0,3.0,0.0,com,0.5229071,1
17313,,5.0,0.0,0.05901658,2.0,0.0,1.0,0.0,17.0,0.0,,0.0,gd,5.02e-05,0
9632,27.0,20.0,0.0,,2.0,0.0,,,12.0,0.0,5.0,,us,,1
26676,26.0,,,,2.0,0.0,,0.0,16.0,0.0,0.0,0.0,tk,0.000386,0
24997,,27.0,0.0,,3.0,0.0,1.0,1.0,21.0,0.0,,0.0,,0.0799628,1
8092,,12.0,,0.041440972,3.0,0.0,1.0,,6.0,0.0,0.0,0.0,,0.5229071,1
54075,22.0,,0.0,0.071343855,3.0,0.0,1.0,1.0,,0.0,10.0,0.0,com,0.5229071,1
28006,,17.0,0.0,0.063840408,4.0,0.0,1.0,1.0,,0.0,2.0,0.0,tech,0.0005052,1
45064,,18.0,0.0,0.038622972,2.0,0.0,0.533333333,,20.0,,,0.0,cn,0.0033218,0
4714,25.0,18.0,,0.063146151,2.0,0.0,,1.0,12.0,0.0,0.0,0.0,,0.0001306,0
33306,101.0,12.0,0.0,0.033429517,2.0,0.0,1.0,0.0,51.0,,0.0,0.0,cz,0.0036307,0
7809,,12.0,0.0,0.062491123,3.0,,1.0,1.0,,0.0,0.0,0.0,,0.5229071,1
45254,,22.0,,0.047625668,2.0,,,,15.0,0.0,,,jp,0.0230451,1
11580,21.0,14.0,0.0,0.053123679,3.0,0.0,0.666666667,2.0,7.0,0.0,1.0,0.0,edu,0.0115013,1
24041,53.0,43.0,0.0,0.064446434,3.0,0.0,,,37.0,0.0,,0.0,com,0.5229071,0
32274,34.0,27.0,0.0,0.043458248,3.0,0.0,0.47826087,,20.0,,0.0,0.0,com,0.5229071,0
46040,29.0,23.0,0.0,0.057122806,3.0,0.0,0.533333333,1.0,16.0,0.0,0.0,0.0,,0.0384199,0
48855,22.0,15.0,0.0,0.078161471,3.0,0.0,,1.0,9.0,0.0,1.0,0.0,,0.5229071,1
22240,,35.0,0.0,0.058859349,3.0,,0.419354839,1.0,32.0,0.0,0.0,0.0,,,0
36619,27.0,,0.0,,3.0,0.0,1.0,,14.0,,0.0,,com,0.5229071,1
49879,42.0,36.0,0.0,0.053313773,4.0,0.0,,3.0,27.0,0.0,0.0,0.0,link,0.0003306,0
33865,24.0,17.0,0.0,0.058980167,3.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,,0.0799628,1
42868,27.0,20.0,0.0,0.05444905,,0.0,0.769230769,,13.0,0.0,2.0,0.0,br,0.0094423,1
1450,19.0,12.0,0.0,0.062595836,3.0,,,1.0,7.0,0.0,0.0,0.0,com,,0
40884,,14.0,0.0,0.063522903,2.0,0.0,1.0,,8.0,,0.0,0.0,ca,0.0101825,1
32321,28.0,,0.0,0.061986213,3.0,0.0,0.714285714,2.0,14.0,0.0,0.0,0.0,,0.0799628,0
7739,29.0,22.0,0.0,0.06426473,2.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,in,0.0050842,1
34854,23.0,,0.0,0.056331307,,,,1.0,,0.0,0.0,,com,0.5229071,0
45082,23.0,16.0,0.0,0.054569472,3.0,,,1.0,9.0,0.0,0.0,0.0,com,,1
55582,27.0,20.0,0.0,0.044368691,,0.0,0.461538462,3.0,,0.0,0.0,0.0,jp,0.0230451,1
55054,,37.0,0.0,0.063326316,2.0,,0.529411765,1.0,,0.0,,0.0,,0.0129268,0
54223,24.0,,,0.069320851,2.0,0.0,0.7,2.0,,,,0.0,au,0.0100856,1
55276,24.0,,0.0,0.064601293,,0.0,1.0,0.0,,0.0,0.0,0.0,com,0.5229071,0
47832,30.0,15.0,0.0,0.048554737,3.0,,0.454545455,,17.0,0.0,0.0,,,3.98e-05,0
4727,34.0,28.0,,0.035795447,4.0,,1.0,,17.0,0.0,0.0,0.0,buzz,3.43e-05,0
36152,,12.0,0.0,0.052401306,2.0,0.0,1.0,1.0,6.0,0.0,,0.0,be,0.0033189,1
35198,29.0,22.0,0.0,0.068484314,3.0,,1.0,1.0,,0.0,1.0,0.0,com,0.5229071,1
12659,,42.0,,0.057332856,3.0,0.0,0.289473684,1.0,,0.0,,0.0,com,0.5229071,0
13367,17.0,10.0,0.0,0.044279085,2.0,0.0,1.0,,,0.0,,0.0,kg,7.31e-05,1
25567,27.0,20.0,,,,0.0,1.0,1.0,14.0,0.0,2.0,0.0,com,0.5229071,1
18307,22.0,15.0,0.0,0.068037697,3.0,,,1.0,9.0,0.0,,,,0.5229071,1
30644,22.0,15.0,0.0,0.062710418,,0.0,1.0,1.0,10.0,0.0,0.0,,com,0.5229071,0
6333,45.0,4.0,0.0,0.056357995,2.0,,1.0,0.0,32.0,0.0,0.0,0.0,ht,,0
42876,19.0,,,0.05518123,3.0,0.0,1.0,1.0,,,1.0,0.0,,,1
39784,24.0,17.0,0.0,,,0.0,,1.0,,,6.0,0.0,,0.5229071,1
25379,39.0,30.0,,0.048186812,3.0,0.0,,,20.0,,0.0,,com,0.5229071,0
18969,29.0,23.0,0.0,,3.0,,1.0,,,,,0.0,pro,0.0005555,0
17014,47.0,38.0,0.0,0.05858408,,,0.363636364,,34.0,0.0,,0.0,page,0.0001446,0
48850,24.0,17.0,0.0,0.053957861,,0.0,,1.0,10.0,0.0,13.0,0.0,,0.0141483,1
42620,26.0,,0.0,0.067889317,,,1.0,1.0,13.0,0.0,0.0,,com,0.5229071,1
5298,,,0.0,,3.0,0.0,,1.0,11.0,0.0,30.0,,com,0.5229071,1
7822,,16.0,0.0,,,0.0,1.0,1.0,,,1.0,0.0,,0.5229071,0
14376,,11.0,0.0,,2.0,,1.0,1.0,2.0,0.0,,0.0,,0.0326503,0
46374,33.0,26.0,0.0,0.059077611,3.0,,1.0,,20.0,0.0,3.0,0.0,com,0.5229071,1
51772,21.0,15.0,0.0,0.063576818,3.0,0.0,0.714285714,1.0,8.0,0.0,0.0,0.0,,0.5229071,0
45664,20.0,,0.0,0.058693731,,0.0,,1.0,7.0,0.0,,0.0,com,0.5229071,1
36057,,27.0,0.0,0.045886033,3.0,0.0,0.739130435,1.0,18.0,0.0,,0.0,com,0.5229071,0
14391,33.0,26.0,0.0,0.064256106,3.0,0.0,,1.0,20.0,0.0,2.0,0.0,org,0.0799628,1
22335,25.0,18.0,0.0,0.052122093,2.0,0.0,0.636363636,,11.0,,0.0,,de,,1
42087,17.0,10.0,,0.052203995,,0.0,1.0,,4.0,,,,nl,0.0082003,1
42986,35.0,19.0,,0.059884034,3.0,0.0,0.6,0.0,24.0,,0.0,0.0,com,0.5229071,0
39794,,20.0,0.0,0.061933355,3.0,0.0,1.0,,14.0,0.0,0.0,0.0,net,,1
27627,29.0,22.0,0.0,0.065515812,3.0,,1.0,,,0.0,,0.0,com,0.5229071,1
54991,,17.0,0.0,0.035267378,3.0,0.0,0.555555556,1.0,9.0,0.0,0.0,0.0,cfd,1.12e-05,0
15512,,,,0.050860887,2.0,0.0,0.6,1.0,14.0,0.0,,0.0,,,0
53522,38.0,31.0,0.0,0.061449631,3.0,0.0,1.0,,,,0.0,,com,0.5229071,1
55440,37.0,30.0,0.0,,,0.0,1.0,1.0,24.0,0.0,0.0,0.0,com,0.5229071,1
29787,22.0,15.0,0.0,0.054917171,3.0,,1.0,1.0,,,2.0,0.0,com,0.5229071,1
23318,,23.0,0.0,,,0.0,0.9,1.0,9.0,0.0,,0.0,,5.02e-05,0
30747,29.0,,0.0,0.067818764,,0.0,1.0,1.0,16.0,0.0,1.0,0.0,com,0.5229071,1
23541,20.0,7.0,0.0,0.031903077,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,fr,0.0141483,0
18818,24.0,18.0,0.0,0.053956391,2.0,0.0,0.818181818,2.0,11.0,0.0,0.0,0.0,uk,0.028555,0
35715,,,0.0,0.049444142,3.0,0.0,0.636363636,,,,2.0,0.0,,0.0002984,1
41559,18.0,11.0,0.0,0.045614168,2.0,0.0,1.0,,5.0,0.0,2.0,0.0,de,0.0326503,1
16439,23.0,16.0,0.0,,,0.0,1.0,,,0.0,21.0,,ca,0.0101825,1
40148,32.0,,0.0,0.060825326,3.0,0.0,1.0,1.0,,0.0,3.0,0.0,com,,1
29719,,19.0,,,3.0,0.0,,,13.0,0.0,2.0,0.0,com,0.5229071,1
41221,21.0,14.0,,0.064859158,3.0,0.0,1.0,,8.0,0.0,0.0,0.0,com,0.5229071,1
21207,,19.0,0.0,0.063665227,3.0,0.0,1.0,,13.0,0.0,3.0,,com,0.5229071,1
36427,21.0,14.0,0.0,0.051524136,2.0,0.0,0.571428571,2.0,7.0,,,0.0,ng,,1
49959,37.0,29.0,,,5.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,click,5.27e-05,0
42755,24.0,17.0,,,3.0,,1.0,1.0,11.0,0.0,0.0,0.0,com,0.5229071,1
12153,,16.0,0.0,,2.0,0.0,,0.0,23.0,0.0,,0.0,ru,0.0180132,0
11072,26.0,19.0,,0.067216782,,0.0,,1.0,13.0,0.0,,0.0,,0.5229071,1
37769,19.0,12.0,0.0,0.064064702,3.0,0.0,,1.0,,0.0,,0.0,com,0.5229071,1
51773,74.0,,0.0,0.029592035,3.0,0.0,1.0,0.0,36.0,0.0,0.0,,,0.0002752,0
34577,28.0,21.0,,0.054687947,2.0,0.0,0.785714286,1.0,14.0,0.0,0.0,0.0,,0.0326503,1
12196,28.0,21.0,0.0,0.056129209,2.0,0.0,,,15.0,0.0,2.0,0.0,ie,,1
1144,101.0,30.0,0.0,0.045198478,3.0,0.0,0.538461538,0.0,77.0,0.0,0.0,0.0,com,,0
5344,20.0,13.0,0.0,,,0.0,1.0,1.0,7.0,0.0,0.0,0.0,eu,0.0056158,1
20989,28.0,21.0,0.0,0.061119174,3.0,0.0,0.615384615,1.0,14.0,0.0,0.0,,top,,0
50175,27.0,20.0,0.0,,,,1.0,1.0,14.0,0.0,,0.0,com,0.5229071,1
34171,,,0.0,,3.0,,1.0,,14.0,0.0,12.0,0.0,com,0.5229071,1
16518,39.0,,0.0,0.043211898,3.0,0.0,0.538461538,,28.0,0.0,0.0,0.0,com,,0
5913,23.0,16.0,0.0,0.06067406,2.0,0.0,0.777777778,2.0,9.0,0.0,4.0,0.0,il,0.0013543,1
45054,,19.0,0.0,0.038284488,3.0,0.0,0.733333333,0.0,60.0,0.0,0.0,,com,0.5229071,0
36651,27.0,21.0,0.0,0.062776388,3.0,0.0,,,,0.0,0.0,,,0.5229071,0
27070,23.0,16.0,0.0,0.064877669,3.0,0.0,0.75,1.0,,0.0,2.0,0.0,org,0.0799628,1
45197,38.0,30.0,0.0,,2.0,0.0,,1.0,27.0,0.0,,0.0,io,0.0129268,0
46815,,30.0,0.0,,,,0.461538462,1.0,22.0,0.0,,0.0,app,0.001502,0
30010,,30.0,,0.062695641,2.0,0.0,0.913043478,,,,1.0,0.0,uk,0.028555,1
46934,44.0,36.0,0.0,0.036311579,3.0,,,1.0,19.0,0.0,0.0,0.0,com,0.5229071,0
52601,,31.0,0.0,,3.0,0.0,0.481481481,,28.0,0.0,,0.0,com,0.5229071,0
17997,32.0,25.0,0.0,0.060882835,4.0,0.0,1.0,,,0.0,1.0,,info,0.0075051,1
50094,,19.0,0.0,0.047634408,,0.0,1.0,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
46662,17.0,,0.0,,,0.0,1.0,1.0,4.0,,9.0,0.0,uk,0.028555,1
47251,32.0,26.0,,,,0.0,0.555555556,2.0,19.0,,3.0,0.0,,0.5229071,0
11797,,25.0,,,2.0,0.0,1.0,,19.0,,3.0,,it,0.012178,1
28683,26.0,19.0,0.0,0.062412001,3.0,,0.818181818,2.0,,0.0,0.0,0.0,,0.0033282,1
28001,47.0,40.0,0.0,0.061405052,3.0,0.0,1.0,1.0,,,4.0,0.0,,0.5229071,1
18602,89.0,16.0,0.0,0.034344565,4.0,0.0,0.636363636,1.0,,0.0,0.0,0.0,work,0.0002358,0
10505,,20.0,,0.064703238,,0.0,1.0,,14.0,0.0,1.0,0.0,net,,1
40417,,60.0,0.0,0.050188181,3.0,0.0,0.285714286,2.0,45.0,0.0,0.0,0.0,com,0.5229071,0
48994,27.0,13.0,0.0,0.038213587,,,0.7,1.0,14.0,,,0.0,gy,2.36e-05,0
3398,16.0,10.0,0.0,,2.0,,,1.0,4.0,,0.0,0.0,ru,,0
1302,23.0,16.0,0.0,0.055940582,3.0,0.0,1.0,1.0,10.0,0.0,6.0,0.0,com,0.5229071,1
50986,24.0,17.0,0.0,0.072837343,3.0,,,1.0,11.0,0.0,0.0,,com,,1
4773,,,0.0,,,,1.0,1.0,5.0,0.0,4.0,0.0,fr,,1
32704,89.0,19.0,,0.036059959,,,0.6875,1.0,47.0,,0.0,,co,0.0059772,0
13332,,,,0.040897179,3.0,,0.85,,,0.0,0.0,0.0,com,0.5229071,0
45166,29.0,,0.0,0.055774318,3.0,0.0,0.785714286,,15.0,0.0,0.0,0.0,org,0.0799628,1
14006,129.0,10.0,0.0,0.043754089,2.0,0.0,,,103.0,0.0,0.0,0.0,vn,0.0013635,0
48927,25.0,,,0.062524305,,,0.9,,11.0,0.0,1.0,,org,0.0799628,1
43896,,18.0,0.0,0.059101012,3.0,0.0,,,12.0,0.0,,0.0,,0.5229071,1
32690,24.0,,0.0,0.059914332,,0.0,1.0,,12.0,0.0,,0.0,com,0.5229071,0
12427,27.0,,0.0,0.064326367,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,com,0.5229071,0
36306,33.0,26.0,0.0,0.06599344,,0.0,0.388888889,1.0,,,1.0,0.0,com,0.5229071,1
362,21.0,14.0,,0.068068157,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,,0.0799628,1
8573,23.0,16.0,0.0,0.055043056,3.0,,1.0,1.0,10.0,,0.0,,org,0.0799628,1
13270,28.0,21.0,0.0,,,0.0,1.0,1.0,15.0,0.0,,0.0,com,0.5229071,1
31159,15.0,9.0,0.0,0.071671403,2.0,0.0,1.0,1.0,,,0.0,,tc,4.64e-05,0
22097,,,,0.055656884,3.0,0.0,0.68,2.0,26.0,0.0,,0.0,,0.0033282,1
43189,72.0,25.0,0.0,0.044203026,2.0,0.0,,2.0,,0.0,0.0,0.0,id,0.0014653,0
40737,,31.0,,,3.0,0.0,0.652173913,2.0,24.0,0.0,,,net,,1
6599,26.0,19.0,0.0,0.067616469,3.0,0.0,,1.0,,0.0,,0.0,com,0.5229071,1
49899,,16.0,0.0,,2.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,fr,,0
6381,24.0,,0.0,0.059163143,,0.0,1.0,1.0,11.0,0.0,0.0,0.0,org,0.0799628,1
8606,21.0,14.0,0.0,0.034294838,2.0,0.0,0.571428571,,,0.0,2.0,0.0,it,0.012178,1
10160,,20.0,0.0,0.060899362,,0.0,0.846153846,2.0,13.0,0.0,2.0,,,0.0019933,1
5150,,30.0,0.0,0.051602931,2.0,0.0,0.434782609,3.0,22.0,,0.0,0.0,jp,0.0230451,1
52516,23.0,16.0,0.0,0.069344015,,0.0,1.0,1.0,10.0,0.0,20.0,0.0,com,0.5229071,1
50456,26.0,19.0,0.0,0.071577835,3.0,0.0,1.0,,,0.0,0.0,0.0,com,0.5229071,1
35767,24.0,,0.0,0.063978449,2.0,,,1.0,11.0,0.0,2.0,0.0,co,,1
23769,30.0,,0.0,0.062620204,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,1
42682,25.0,17.0,0.0,0.066282161,3.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,com,0.5229071,0
43072,36.0,,0.0,0.049268746,3.0,0.0,0.666666667,1.0,21.0,,0.0,0.0,com,,0
54202,,19.0,0.0,0.059325985,3.0,0.0,1.0,,13.0,,0.0,0.0,com,0.5229071,1
35515,19.0,13.0,0.0,0.058350745,,0.0,1.0,,,0.0,0.0,0.0,cf,0.0001858,0
53284,21.0,14.0,,0.063127592,3.0,,1.0,1.0,8.0,,,,com,,1
16978,25.0,,0.0,0.058238599,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,1
16413,29.0,22.0,0.0,,,,,,,0.0,0.0,0.0,com,0.5229071,1
4466,37.0,30.0,0.0,,3.0,,,1.0,,,0.0,0.0,com,,0
43846,22.0,15.0,0.0,0.06207018,,0.0,1.0,1.0,9.0,,1.0,,com,0.5229071,1
55042,,15.0,0.0,0.062197437,3.0,0.0,0.714285714,1.0,8.0,,0.0,,com,0.5229071,0
6311,473.0,,0.0,0.036013958,2.0,,,2.0,316.0,1.0,2.0,0.0,41,0.0,0
45966,,20.0,0.0,0.062252161,3.0,,0.75,1.0,13.0,0.0,2.0,0.0,,,1
26304,20.0,14.0,0.0,,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,ga,0.0002256,0
28301,30.0,,,0.061189619,3.0,,1.0,0.0,22.0,0.0,0.0,0.0,,0.5229071,0
31321,24.0,17.0,,0.061279016,3.0,,1.0,,11.0,0.0,3.0,0.0,,,1
35841,27.0,,0.0,0.052553433,2.0,0.0,0.538461538,1.0,13.0,0.0,0.0,0.0,,0.0001306,0
50878,80.0,31.0,,,3.0,0.0,0.740740741,1.0,,,0.0,0.0,net,0.0384199,0
2513,,25.0,0.0,0.052621695,,0.0,,1.0,30.0,0.0,0.0,0.0,io,0.0129268,0
2662,,20.0,,0.064199532,3.0,0.0,,1.0,14.0,0.0,0.0,0.0,org,,1
37374,21.0,14.0,0.0,0.061313628,2.0,0.0,1.0,1.0,8.0,,,0.0,ae,,1
51418,69.0,60.0,,0.031306667,3.0,0.0,0.892857143,1.0,,,0.0,0.0,com,,0
50144,25.0,18.0,0.0,0.048414124,3.0,0.0,,,,0.0,2.0,0.0,org,0.0799628,1
21297,34.0,,0.0,0.059580625,2.0,0.0,0.9,,20.0,,,0.0,uk,,1
27525,28.0,21.0,0.0,0.06072397,3.0,,1.0,1.0,15.0,,1.0,0.0,,0.5229071,1
55679,38.0,31.0,0.0,0.053656111,3.0,0.0,0.347826087,3.0,22.0,,0.0,,top,,0
27304,25.0,,0.0,0.064506523,3.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,com,0.5229071,1
14065,27.0,20.0,0.0,0.057467049,3.0,,1.0,1.0,14.0,0.0,2.0,,,0.5229071,1
35912,42.0,24.0,0.0,0.055164422,3.0,0.0,0.65,1.0,27.0,,0.0,0.0,com,0.5229071,0
35461,25.0,18.0,0.0,0.05797828,,0.0,1.0,1.0,12.0,0.0,0.0,0.0,com,0.5229071,1
37705,,,0.0,,3.0,,,5.0,28.0,0.0,0.0,,com,0.5229071,0
11257,26.0,,0.0,,3.0,0.0,1.0,1.0,14.0,0.0,,0.0,com,0.5229071,0
3593,32.0,25.0,0.0,,3.0,,1.0,1.0,19.0,0.0,0.0,,com,0.5229071,1
10117,26.0,19.0,0.0,0.06432449,3.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
23036,75.0,,0.0,,3.0,0.0,0.833333333,1.0,62.0,0.0,0.0,0.0,com,0.5229071,0
5934,32.0,24.0,0.0,0.054162331,3.0,0.0,,1.0,20.0,0.0,0.0,0.0,com,0.5229071,0
39150,,14.0,0.0,,,0.0,,,2.0,0.0,0.0,,com,,0
6919,27.0,21.0,0.0,,3.0,0.0,1.0,1.0,15.0,0.0,0.0,,,0.5229071,0
1339,19.0,,0.0,0.059483297,2.0,0.0,,,6.0,0.0,0.0,0.0,ru,,1
34198,26.0,19.0,0.0,,,0.0,1.0,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
33799,29.0,,0.0,0.04860851,,0.0,,1.0,,0.0,,,ie,,1
49682,22.0,15.0,,0.05943569,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,im,,1
55245,21.0,14.0,0.0,0.060178664,3.0,0.0,,1.0,8.0,0.0,,0.0,,0.0799628,1
10633,,16.0,0.0,,2.0,0.0,0.666666667,2.0,9.0,,0.0,0.0,co,0.0059772,0
8548,112.0,,,0.039199984,3.0,0.0,,1.0,,0.0,,0.0,com,,0
52600,22.0,15.0,0.0,0.04640175,3.0,,1.0,1.0,6.0,0.0,,0.0,,0.5229071,1
3630,25.0,18.0,,,2.0,0.0,1.0,1.0,12.0,0.0,,0.0,id,0.0014653,1
6846,31.0,24.0,0.0,0.063735388,3.0,0.0,1.0,1.0,18.0,,14.0,0.0,,0.5229071,1
21298,21.0,14.0,0.0,0.044404718,3.0,0.0,1.0,1.0,8.0,,2.0,0.0,com,0.5229071,1
2385,34.0,,0.0,,3.0,0.0,,1.0,22.0,0.0,0.0,0.0,,,0
40058,30.0,,,0.022654504,3.0,0.0,,1.0,8.0,0.0,0.0,0.0,,0.0017496,0
32892,23.0,17.0,0.0,0.057002435,2.0,0.0,0.7,,10.0,0.0,0.0,0.0,pl,0.0069695,0
1233,23.0,,0.0,0.042265676,2.0,0.0,0.777777778,,9.0,,0.0,0.0,,0.0326503,1
34173,,12.0,0.0,0.074291152,,0.0,1.0,1.0,6.0,0.0,0.0,0.0,org,0.0799628,1
49071,35.0,,0.0,,3.0,0.0,1.0,1.0,22.0,0.0,3.0,0.0,com,0.5229071,1
51997,89.0,16.0,0.0,0.042787185,,0.0,0.636363636,1.0,72.0,0.0,0.0,0.0,work,0.0002358,0
44607,26.0,20.0,,0.05403176,3.0,0.0,1.0,1.0,14.0,,,0.0,,0.0384199,0
9686,24.0,17.0,0.0,,,,,1.0,11.0,,0.0,0.0,com,0.5229071,1
28413,24.0,17.0,0.0,0.053411557,3.0,0.0,0.777777778,1.0,,0.0,0.0,,com,0.5229071,1
17261,18.0,11.0,0.0,0.058596387,3.0,0.0,1.0,1.0,5.0,,2.0,0.0,edu,0.0115013,1
32484,22.0,16.0,0.0,0.054437952,2.0,0.0,1.0,1.0,10.0,0.0,,0.0,eu,0.0056158,0
29567,23.0,16.0,0.0,0.06286874,3.0,0.0,1.0,1.0,10.0,,0.0,,com,0.5229071,1
20348,46.0,37.0,0.0,0.060927387,,,0.470588235,1.0,33.0,,0.0,0.0,co,,0
31529,25.0,18.0,0.0,,3.0,,1.0,1.0,12.0,0.0,1.0,0.0,com,0.5229071,1
39337,,19.0,,,3.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,com,0.5229071,1
45795,31.0,,0.0,0.052574026,3.0,,1.0,1.0,,0.0,0.0,0.0,,0.5229071,1
39981,28.0,21.0,0.0,0.062854626,,0.0,1.0,1.0,,0.0,0.0,0.0,net,0.0384199,1
15754,24.0,17.0,0.0,0.055316265,3.0,0.0,,1.0,11.0,,0.0,0.0,com,0.5229071,1
42349,24.0,17.0,0.0,0.060108601,3.0,0.0,1.0,1.0,11.0,0.0,,,com,0.5229071,1
25826,36.0,27.0,,0.053622055,3.0,0.0,,,24.0,0.0,,0.0,,0.001502,0
32705,22.0,15.0,,0.066636745,,0.0,1.0,,9.0,0.0,0.0,0.0,org,,1
8886,29.0,,0.0,0.060802111,,,,1.0,,0.0,3.0,,,0.0384199,1
667,20.0,,0.0,0.022692004,3.0,,,,,,0.0,,com,,0
6397,27.0,20.0,0.0,0.054591805,2.0,0.0,1.0,1.0,14.0,0.0,0.0,,cz,0.0036307,1
18761,24.0,17.0,0.0,0.065593434,,0.0,1.0,1.0,11.0,0.0,1.0,0.0,com,0.5229071,1
27417,,37.0,0.0,0.053361018,3.0,0.0,0.454545455,4.0,41.0,0.0,0.0,0.0,net,0.0384199,0
47936,28.0,,0.0,0.059992765,3.0,,1.0,1.0,,,0.0,0.0,com,0.5229071,0
16227,,33.0,0.0,,2.0,0.0,,2.0,26.0,0.0,0.0,0.0,uk,0.028555,1
37126,27.0,,0.0,0.057281406,,,0.615384615,1.0,13.0,,7.0,0.0,,,1
37941,27.0,,,0.069191633,,0.0,1.0,1.0,,,0.0,0.0,,0.5229071,0
54728,37.0,30.0,0.0,,2.0,0.0,0.869565217,2.0,23.0,0.0,0.0,0.0,uk,,1
3430,25.0,19.0,0.0,,3.0,0.0,0.636363636,1.0,12.0,,,0.0,net,0.0384199,0
32779,24.0,,0.0,,3.0,,,1.0,11.0,0.0,1.0,0.0,com,0.5229071,1
30941,43.0,20.0,0.0,0.046826269,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,com,0.5229071,0
38582,,23.0,0.0,0.06198815,3.0,0.0,1.0,1.0,17.0,,1.0,0.0,com,0.5229071,1
52107,,24.0,,,,0.0,0.619047619,1.0,6.0,0.0,,,co,0.0059772,0
21283,27.0,20.0,0.0,0.072209233,3.0,,1.0,1.0,14.0,0.0,0.0,0.0,com,0.5229071,1
4755,24.0,,,0.056602499,2.0,,1.0,1.0,11.0,0.0,0.0,,de,0.0326503,1
16598,24.0,17.0,0.0,0.056564325,3.0,0.0,,1.0,,0.0,0.0,0.0,,,1
17116,27.0,21.0,,0.071583664,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,com,,0
19116,25.0,18.0,0.0,0.066376323,,,0.636363636,1.0,11.0,,,0.0,ca,0.0101825,1
52856,24.0,17.0,0.0,,3.0,0.0,,1.0,11.0,,5.0,0.0,com,0.5229071,1
33998,44.0,36.0,0.0,0.058962587,2.0,0.0,0.551724138,4.0,28.0,0.0,0.0,0.0,cn,0.0033218,0
5584,29.0,22.0,,,3.0,0.0,,,,,0.0,0.0,,0.5229071,1
53279,57.0,21.0,0.0,0.06066783,2.0,0.0,,0.0,43.0,,,0.0,es,0.0064109,0
33113,26.0,19.0,0.0,,3.0,0.0,1.0,1.0,13.0,,,0.0,com,0.5229071,1
46641,21.0,14.0,0.0,0.073139353,3.0,,1.0,1.0,8.0,0.0,,0.0,,0.5229071,1
38310,29.0,13.0,0.0,,,0.0,,0.0,19.0,,0.0,0.0,page,,0
21268,,25.0,0.0,0.045599926,3.0,0.0,,1.0,16.0,,0.0,,com,0.5229071,0
20051,31.0,24.0,0.0,0.061467194,3.0,,1.0,1.0,18.0,0.0,1.0,0.0,org,0.0799628,1
15328,23.0,16.0,0.0,0.055151245,2.0,0.0,0.777777778,1.0,,0.0,0.0,,de,0.0326503,0
21413,,28.0,0.0,0.058960651,3.0,0.0,1.0,1.0,22.0,0.0,,0.0,com,,1
43778,54.0,19.0,0.0,0.056483263,3.0,0.0,1.0,1.0,35.0,,0.0,0.0,com,0.5229071,0
23745,24.0,17.0,0.0,0.075152815,3.0,0.0,1.0,1.0,11.0,0.0,,0.0,com,,1
20077,26.0,19.0,0.0,0.062280636,,0.0,1.0,1.0,13.0,,15.0,0.0,org,0.0799628,1
23112,37.0,,0.0,0.053119012,,,1.0,1.0,,0.0,0.0,0.0,com,,1
22532,50.0,22.0,0.0,0.051305017,2.0,0.0,0.8,,,0.0,0.0,0.0,ar,0.0020445,0
48313,22.0,15.0,0.0,0.062833536,3.0,,0.714285714,1.0,8.0,0.0,0.0,0.0,org,0.0799628,1
